reviews,ratings,sentiments
battery life quite poor even battery saver,4,-1
except battery life everything great phone although battery life much low warp charger compensate quite fast charger,4,1
fastest beautiful phone evernice display gb huge ram gb huge storagebeautiful craftsmanship oneplus,5,1
first time using oneplus awesome experience camera clearty fabulous speed,5,1
ultimate phone regarding camera performance fingerprint display wise feature wise good samsung okie cant expect everything,5,1
everything excellent apart battery backup,4,1
battery draining fast charge time min charge camera quality good finger biometrics fast,5,1
everything good assesory box,4,1
product want return back satisfied,4,1
phone good search review elsewhere setting antutu battery draining fast heating issue,4,1
biggest drawback battery drain really fast unlike one plus phone slight heating issue well,4,1
never experienced like ever mobile like baby smoothness even hz ultimate camera shot word say truly processer like rocket never settle,5,-1
phone awesome,5,1
excellent phone battery backup enough,4,1
excellent camera qualitysuper fast smoooth functioning superb battery life w wrap charging frequent software update dolby atmosall together great deal,5,1
never settle le best,5,1
nice product value money,4,1
good fast charger,4,1
beast gaming,5,0
camera quality outstanding lot option available capture photo video macro mode pro mode k video recording fps super stable mode,5,1
doubt excellent product great feature functionality camera exceptionally good thing liked removal headphone jack,4,1
smart phone mid range phone job worth money put regret expandable storage else rest pretty awesome,5,1
keen user oneplus value money flagship device universe,5,0
first oneplus phone performance crazy af camera got update right turning phone battery also fixed update playing pubg cod heaven,5,1
excellent phone meet need doesnt lag front true flagship great brand,5,1
nice product quality maintained,5,1
oneplus never settle proved device issue screen flickering please add option via software update stop like rog phone option avoid,5,0
finget print reader faster compatible level phonestand battery life poor,3,-1
awesome phone hz refresh rate,5,1
phone doubt wonderful work smooth problem see heating issue day whike charge,4,1
fingerprint reader camera battery life comment seen phone life came back iphone experience one plus wow,5,1
sometime take time finger point senser respond batter life take longer time charge faster time discharge need way around,5,0
always oneplus keep standard meet expectation op series user since early rock,5,1
great phone fine feature particularly liked camera battery life good heat time though without provocation regret buying oneplus,5,1
got gb gb steal camera great along everything else constant update keep improving already great o,5,1
hz super fast phone camera quality fingerprint battery life good,5,1
amazing screennquality camera world bthe dolby atmos icing cake worth money quick battery charging beast,5,1
feel like premium flagship phone almost half price awesome product one plus expecting long term device,4,1
using iphone last year single cellphone company beat iphones quality n feature nut mashed totally satisfied best cell ever love thank u one plus n amazon,5,1
beautiful display look great without cover phone bit heavy side camera disappoint game like cod pubg run smooth high graphic setting,5,1
switched phone year confused one go many brand market launched mid range mobile phone perimum doubt second thought,5,1
fingerprint reader upto mark performance battery impeccably superbcamera quality average smooth o compliment overall using experience,5,1
camera superbuilt quality goodamold screen fast charge battery time le good product,5,1
poor battery endurance excellent camera normal well low light review posted using time,4,1
phone good good performance expected bluetooth headset device bcz port wired headset disappointed,2,1
one plus superb device smooth fast love gaming go received warp charger received watt warp charger,5,1
best world software experience premium camera feature fabulous buy camera lover clutter free ui,5,1
good excluding telephoto camera price little bit high product,4,1
phone hang everyday since bought earlier thought maybe solved software update solved however maybe problem specific unit,2,-1
honestly like phone miss headphone jack battery life low must mah cause phone really consume battery need big battery,4,1
super phone hd camera fast charge super,5,1
mind blowing camera feature depends u capture picture mobile smooth butter ui also good liked,4,1
superb camerafast charginggood battery lifefantastic displaysmooth performance,5,1
simply superb anduser friendly unfortunate get ear phone alongwith know audio experienceotherwise best,5,1
awsm mobile loved oneplus plz waste paper alot paper box,5,1
best phone price performance great performance based user super fast amazing feel using problem far thumb,5,1
almost month recieve cashback yet even get hoax attract people anywas problem product great smartphone,5,1
everything op overpowered lack back panel weak break even drop chest height box included tpu cover,5,-1
phone awesome product one plus best processerawesome batteryfast charginggood cameraexcellent screen,5,1
awesome phone give headphone bcz missing jack,5,1
awesome battery backup speed comparison anyother phone new era waited month bur feel worth good oneplus,4,1
using month phone nice battery life amazing go day even using internet service throughout day,5,1
oneplus really smooth battery drain quickly last day problem playing game heavy usage,5,-1
fingerprint reader good responsive camara quality improve battery life ok ok excellent performance,4,1
superb product using day launch great performance,5,1
worst product ever worst service amazon offer mentioned year free screen replacement simply denying,1,-1
battery life expect one plus one plus user year disappointed battery backup n sometimes even phone get hanged,4,-1
best one plus series,5,1
experiencing issue performance le month cellphone hanging lot using social platform eg whatsapp,2,1
month buying amazon got many issue ranging sim card slot problem speaker volume problem many pls dont buy oneplus,1,1
lightning fast every bit phone way ahead competition quality one plus creates really good,5,1
best phone forever big fan one plus highly recommended go,5,1
display got spoiled without even anythingit month buying phonehighly upset disappointed,1,-1
best phone camera phone faster phone good better bekup,5,1
sir received assocery moble packeg head fone guide book one back cover coverpl resend item time,2,0
camera good expect one plus battery life also great overall phone per expectation giving star,3,1
class phone wonderful camera,5,1
best product,5,1
one plus sometime get hanged mobile performance good,4,1
know happening mobile getting hanging copied text show display restarting also text removing paying k able copy paste worst camera quality,1,-1
fingerprint reader good expecting little better camera quality price range battery drain faster playing game however warp charger much helpful,5,1
gr device gr feature awesome night mode camera good battery backup solid build quality overall lovely premium phone rating,5,1
smooth like butter fast like flash camera spectacular almost feature tunable could click star keeping shutter open second amazing,5,1
sim card work properly,1,0
go,5,0
nothing say go,5,0
battery life really satisfactory output speed o great hyped value money product,3,1
set getting hot using say minute tell replacement procedure,3,1
expected better battery life battery drain quickly,4,1
best phone used till date,5,1
fingerprint far better vivo v procamra quality good enoughbettery life good charge fast warp charger fast,5,1
bettery draining fast without playing music video orbgamimg draining hour one plus performance reppace piece,3,1
one plus perfect choice budget smartphone great feature great batter life camera quality awesome must buy phone,5,1
fantastisk performance cam quality,5,0
best phone u get ultimate fast processing speed,5,1
think special,4,1
battery good phone excelent deleviry good kindly increase battery mah,4,1
camera quality excellent overall performance beyond word compared phone much better respect average little expensive,4,1
grear product amazing touch best pubg camera great price,5,1
nice phone happy one plus,5,1
overall good phone battery backup great could better price camera quality amazing super fast,4,1
first thing notice screen quality mind blowing camera average feature flagship level,5,1
using oneplus feel faster sure bug anything satisfied performance,1,1
awesome phone love flagship killer camera first class worth price fingerprint reader face unlock fast love hz display,5,1
camera good day light night worse battery life good u use device frequently long time charge battery drain used,3,1
overall phone good finger print reader work great camera light good low light need fix bug one day battery life superfast charger,5,1
battery backup good first update camera good mobile best flagship,5,1
best every aspect,5,1
never expected one plus hang phone bad experience one plus time apps hanging much unhappy,2,-1
love oneplus,5,1
screen guard transparent back cover provided along phone useless get covered scratch turn yellow within month,4,-1
excellent mobile super display sound quality fingerprint fast camera quality excellent battery charged min battery backup also good,5,1
describe want buy price range go delivery fast amazon even festive season,5,1
accerisery missing pacaked box,1,-1
switched mi loved smoothness fast interface oneplus camera great compared phone day battery life good,4,1
one plus phone superb one thing got ampere charger instead got ampere older oneplus got ampere charger need replace charger,5,1
always one plus fan mobile fluid impressed camera performance decent compared pro,5,1
phone amazing many aspect oneplus well known battery life could improved overall nice product,5,1
overall good product,5,1
camera quality good expected facing issue day screen go blank system ui responds almost apps,3,1
best performance best camera quality ever seen recommend one plus want better smart phone range performs need,5,1
best,5,1
good phone battery life le compared compute power,5,1
battery least camera quality average per lauch pricerefresh rate ram finger sensor display function rest awesome,4,1
excellent,5,1
purchased phone mid october within month screen got blacked tried get help amazon seller solution provided,1,0
phone awesomedon buy apple plz buy phoneonly one problemin phone earphone pluggedso buy bluetooth c type,4,0
like mark,5,0
everything excellent accept mm jack nd give dongal box phone superb display camera o r superb,5,1
overall great phone happy oneplus customer,4,1
battery life day camera clarity excellent night scape wow screen hz awesome good feeling hand waiting next update,5,1
camera poor wise total good photo red colour,4,1
finger print sensor accurate camera really goodph charge really fastgame smoothbest screen evertouch soft good,5,1
best market,5,1
camera quality goodbatterlife also goodperformance exceptionalif u oneplus follower sure buy,5,1
camera good picture also good phone uploading photo social medium like app instagram face book picture clear disappointed,3,1
flagship killer excellent phone awesome warp charging smooth touch display camera excellent love everything phone,5,1
amazing device best cameragreat speedgood battery lifefast chargingeverything fantasticamazing delivery quite fast,5,1
super smooth phone hz refresh rate experience,5,1
finger print reader par camera app limited customisation option editing picture smaller hand phone size little big,4,-1
like color performance battery life oneplus never experience sound effect phone budget,4,1
oneplus suck even slower earlier oneplus hz speed ghanta,1,0
best android phone one nothing beat one,5,1
nice product one plus good camera clearity,5,1
awesome phone camera clarity super super fast charger using type mobile oneplus best,5,1
amazing mobile phone one plus everything smooth quick camera quality awesome battery last day go,5,1
good display quality speaker better iphone xr oneplus provide earphone though even dongle warp charge good,4,1
great phone superb day delivery far good con talking call mode mute key speaker key get pressed,5,1
able make call whenever trying call pop coming disabled require permission pls help regarding bcoz disappointing use phone,1,-1
best class ultra smooth ultra fast everything great camera oh display fast bright vibrant battery life best okay one u top warp charge,5,1
nice product,5,1
mobile time going hanging st week onwards,2,0
moblie good time mob automatically sound slow came phone time sound sunddnly come continues bt restart right,3,1
awesome,5,1
awsome,5,0
got phone week back happy purchase bug still need fixed oneplus overall good experience specially camera amazing,4,1
mind blowing processor buttery soft excellent camera performance battery last around hr without gaming awesome spec,5,1
gud phone overallbattery thodi kam chalti h b,5,0
best android phone available market latest android,5,1
awesome phone full new feature best thing camera quality keep different mobile phone,5,1
great product one plus camera quality good charging supeb quick overall superb camera bump gud scratch inside outside,5,1
back side look good circular camera bht quality amazing,5,1
see universe moving fluid display thank god invention,4,0
negative phone work like god one negative happy battery backup big display powerful process hungery,4,1
good quality phone,5,1
phone dead within day buying day last day return oneplus service centre guy took phone take one long week check,1,-1
pretty awesome display hz display take credit phone feel butter smooth combined latest spec android fastest phone ever seen,5,1
liked mobile first time using oneplus model nice thing incoming voice outgoing voice call low samsung,5,1
one best phoen ever used using plus guy belive comparison oneplud far far better specification,5,1
received bill fon observe facing problem phonei want r place change bill phone kindly needful,1,1
pic became blur simple zoom night mode picture camera upto mark mi random pic better good phone except camera,3,1
excellent phone night scape mode extraordinary battery life short please enhanced next generation one plus phone,4,1
got damaged product sim slot damaged working applying new sim also network showing displaying service,1,1
five star oxygenos buttery smooth rest feature ok biggest concern battery life even dirt cheap phone provides better battery,4,1
excellent phone nice camera awesome screen good battery life fast charging,4,1
dash charge absolutely fantastic gaming smooth like never befor display good one problem headphone jack,5,1
excellent phone value money camera better samsung iphone,5,1
best android phone segment beyond doubt,5,1
excellent phone beyond wow factor,5,1
excellent,5,1
excellent phone amazing display mind blowing speed must go best market rocked,5,1
know phone hang sometimes using playing pubg also faced problem rest good phone expand money go iphone xr,4,1
battery life per standard mentioned feature also camera quality poor would like replacement phone,2,-1
thanks amazon delivering good product oneplus really beast many thanks oneplus team developing killer phone,5,1
first oneplus device tbh love device display speed camera everything good moreover hz display make butter smooth,5,1
overall excellent phone love vivid display responsiveness battery great hz turned bad,5,1
gb ram worst performing phone wasted money gallary whatsapp working properly slow lot heating bad return policy amazon phone,1,-1
good except oneplus without headphone jack option reaming good camera battery display everything look pretty,5,1
beast,5,0
sometimes fingerprint reader working properlycamera clarty good still need optionsbattery life averagetouch speed top rated,3,1
far phone met expectation yet see long lasting performance,5,1
one best top mobile currently fabulous without second thought go,5,1
overall decent pic k mobile available market go u regret camera battery life could better new super macro mode camera simply fabulous,4,1
one plus awesome,5,1
one bestest oneplus till great camera awesome display wt warp charger stereo speaker loved missed headphone jack,5,1
personal use pre fixed screen guard already developed fish eye either quality good fixed properly,5,1
best device perfect o ui powerful processor great display smooth hz refresh rate one word describe awesome,5,1
say htz display lit give sot around hr camera top notch gaming another level yet another flagship killer oneplus,5,1
mira cast workingbattery life average dust water proof although flagship phone premium segmenlimited dual apps,3,-1
good mobile,4,1
excellent product nd excellent service amazon thank,5,1
amazing device hand everything awesome camera sensor app support refresh rate battery go fast though charge faster,5,1
hanging lot disappointing apps functioning bad experience fully satisfied oneplus oneplus mark,2,-1
awesome switched iphone one plus loving,5,1
good,5,1
best android phone far high performance great screen quality faster charging time play high end game smoother,5,1
time lock opening without password also sometimes getting hang,4,0
phone lousy call getting connected headphone socket,2,-1
camera feature upto mark expected cam quality price,4,-1
call getting disconnected intermittently,3,0
camera battery price range however best product anyone get additional offer would much appreciated,5,1
good,5,1
waste money oneplus camera quality good good camera quality old phone oneplus battery fast phone,2,1
oneplus nailed,5,0
quality camera screen audio video best fingerprint bit slow battery life short powerful charger make,5,1
using phone past one month working good recent time facing system lag issue fixed time usage,4,1
want replacement mobile phoneplease early possiblemobile hung every timei dissatisfied product,3,1
day got phone today stoped working e display turning even phone fallen single time,2,-1
awesome experience camera display battery life amazing however software glitch hope one plus fix soon,5,1
pro everythingcons battery capacity le mentioned actual capacity around mah,5,0
product still missing premium feature o still bug battery life one day,4,-1
phone getting heated many stupid formality return per experience careful purchase product amazon,1,-1
battery drying fast little heeting charging time net use time also perfamence mind blowing,4,1
phone build quality best usage speed meet expectation never regret purchase best way spend valued phone,5,1
good product,4,1
best mobile segment,5,1
good phone,4,1
received camera defect rating phone star camera,2,0
great package price fingerprint reader fast capture easily camera pretty good battery okay,4,1
used almost mobile brand oneplus best also reliable ota required make flawless,5,1
awesome phone camera good battery life ok finger print reader always ok,5,1
good product,5,1
currently best android phone market hz screen refresh rate incredible also giving tough competition iphones,5,1
awesome nd every aspect great performanceas per opinion find con far go,5,1
one powerpacked beast like use wired head phone time charging though charge pretty quick,5,1
fingerprint fast phone fast get nice experience working phone camera quality goodnight mode better,5,1
bad quality buy one plus quality low,2,-1
phone cute smart beautiful love right,5,1
good,4,1
awsm phone use picture quality good valuable purchase,5,1
camera much good thinking battery life great,4,1
best phone used applei think premium peice artone buy trust vivo oppo redmi family want served elite,5,1
super ultimate freeking fast reliable master smartphones super value money go reference u saving k,5,1
say bad thing oneplus loved brand,5,1
w charger rock camera mind blowing dolby atmos speaker shamazing,5,0
full package need flagship segment salute speed,5,1
amazing screen super fast charging respectable camera average battery life,4,1
best mobile phone range hz displaystereo speaker warp chargingalong bloatware free oxygen osi completely satisfied purchase,5,1
super se uper good quality phone worth money,4,1
best featured mobile prize camera quality best warp charger best thing mobile snapdragon plus processor make thing easy smooth ever,5,1
product good mentioned earlier battery life improve check quality camera get back checking,5,1
excellent camera super smooth screen best feature good battery life best phone market,5,1
phone needed speed lover,5,0
month time micro phone spoilt need go repair centre never experienced phone bought,1,-1
value moneypros fingerprint sensor excellentlooks gorgeousconscamera night time sum dissatisfied battery good,5,1
genuine product received finger print reader fast camera quality quite good range product battery life ok fast warp charging supper,5,1
passed one month mic working never suggest purchase online,1,0
charge quickly battery backup provided even future release camera good overall smooth beast phone,4,1
value money pubg bht mast chalta h isme,5,0
warp amazing extremely fast best rounder best camera good battery backup hz display sd build quality think much go,5,1
excellent phone,5,1
good product good batter quality smart phonebut range highi accepted price,5,1
good best,4,1
fastest smoothest phone market awesome camera sound yes preapplied screen protector device,5,1
best class mobile gr look good camera quality n gr battery life top android oxygen o incredible value,5,1
like phone lot,5,0
absolutely beast incarcerated phonepowerful fast truly smart,5,1
excellent,5,1
good amazing working perfectly changing review using month,5,1
great usage battery camera better expected thing used hour phone get little warm even find glitch,4,1
fabulous product everyone like product paisa vasool product hai love thank amazon,5,1
phone super smooth pic crisp expect received,5,1
good use smooth touch display hz refresh rate provide excellent performance camera quality awesome charge quickly worth mobile purchase,5,1
amazing product one plussuper quality camera overall totally worth moneyi prefer buy phone one plus family awesome product,5,1
perfect phone extremely satisfied phone thank much oneplus,5,1
camera awesomefluidity goodthe touch soft fastbattery life goodoverall experience good,5,1
oneplus nailed must say phone thunderstorm fluid smoth go guy flagship killer istead practical flagship superb camera screen,5,1
camera quality awesom phone good defective since imei number confirmed amazon technician replaced,1,1
amazing phone best delivery service,5,1
buy phone,1,0
oneplus battery draining fast much disappointed battery life,1,-1
nice superb product,5,1
nice phone,5,1
name shweta year old currently studying engineering,5,1
amazing phone superb camera nightscape mode click amazing picture low light performance great good gaming,5,1
feature good battery backup low,5,1
nice phone nice speed nice camera quality loving,5,1
currently purchased diwali great device great user experience cool feature offer love,5,1
first handset come android hz display amoled fluid wrap charging almost min dolby atmos etc etc experience new thing oneplus,5,1
one best rounder flagship device one little bit problem battery life little otherwise king flagship killer,5,1
get heat playing pubg,1,0
obviously great phone negative selfie camera okay superb like back camera,5,1
far working good hanging sometimes,4,1
excellent smart phone much satisfied product purely value money smart phone every one go,5,1
awesome phone great camera fingerprint like boom great display hertz display like buttery smooth charger charge phone like ferrari guy go,5,1
amazing phone assume camera quality best charging backup power point compromise phonebatter high range phone,5,1
everything phone excellent perhaps batery beacouse voc charger perfect phone hts display amazing,5,1
order oneplus get product next second day phone working properly,2,0
nice,5,1
brilliant phone pricerange,5,1
already seems hanging sometimes finger print scanner reader could better high cost expected thing go smoother experienced,4,1
upgrade phone year worth spending k one best technology one plus go never settle,4,1
awesome phone highly recommended price phone beat performance go,5,1
till working fine smooth sometimes hang due high performance,4,1
got th phone oneplus series good one week battery drying fast please tell salutation,4,1
good,5,1
best rounded phone price range selfie camera could better battery life best worst middle,5,1
dream come true,5,1
everything good battery life ok,5,1
best smartphone term processor camers battery last good best charging speed guess even charge faster claim love,5,1
killer performer,5,0
worth buy,5,1
good mobile oneplus using past day hz fabulous display good smooth fantastic,5,1
hang problem,4,0
camera quality superb per opinion,5,1
power packed feature affordable price great service amazon two thumb,5,1
phone quite bulky daily usage wide angle camera lens quite good however telephoto lens disappointment,3,0
phone excellent camera best sound dolby atmos day bought price le get back,5,1
awesome phone feature oxygen o regular google update great flagship phone price choose good seller go buy,5,1
anyone want one plus referral code email kcscricket gmail com get code please register phone one plus care app,5,0
awesome get cash back,5,1
loved function awsm royal premium design suppprrbb look mindblowing finishing never settle,5,1
good band best one month price drop,4,1
amazing phone awesome gaming love back camera ugly like camera display mindblowin,5,1
awesome phone butter smooth usage nice look blue look great easy handle bit heavy well bit huge phone camera best cool,5,1
regreting buying phone worth buy look like received defective product,1,1
good product butter smooth ui great value money,5,1
simply superb killer phone,5,1
everything fine battery life could better warp charger nothing worry get charged upto within one hour,4,1
awesome phone u r iphone user one android phone give u experience,5,1
bought day ago price decreased feeling bad phone good price changed nothing done amazon,1,-1
value money,5,0
overall awesome productbut battery life disappointedsuper macro mode lovelyperformance incredible,5,1
finger print reader extra ordinary camera awesome quality important feature phone loved processor faster job,5,1
good,5,1
received defective product amazon helping resolution,1,0
awesome phone camera fastest processor liquid display battery could little better,5,1
one plus wonderful mobile worth u r money comapred mobile camera amazing finger print reader quick lightning battery also gud,5,1
excellent phone nothing like one best display price beautiful looking phone one best camera plus soc performs smoothly,5,1
quick response fingerprint camera quality good battery life awesome thanks oneplus giving good phone range,5,1
finger print disappoints sometime camera superb felt hang sometime,4,1
beast phone battery life le compensated super fast charger,5,1
working fine last update phone heating simple usage battery drain faster buy reading latest review,3,1
excellent product superb quality thank one plus,5,1
great phone could even better bigger battery capacity especially travel,5,1
full occupied lot hardwork n creativity oneplus feel difference phone fingerprint n faceunlock awesome,5,1
doubt blindly go,5,-1
great experience camera quality dolby atmos sound awesome battery backup one day normal use really love phone,5,1
awesome product,5,1
problem phone battery life avg user last hr warp charging almost overcomes aspect,5,0
overall great phone upgraded mine op still happy battery life otherwise awesome,4,1
mobil good battery backup good normal usage two time charge day,4,1
nice,4,1
good face reader,5,1
good cool expected met expectation experiencing best phone kind,5,1
camera quality like brand havi issue blur still low light photography worst,3,-1
nice mobile,5,1
phone heating normal usage heavy usage like gaming playing vidoes music normal internet usage heating quite lot,2,1
really good mobile good screen display camera audio performance loved,5,1
feature look new phone similar version one plus phone great product compared earlier version,2,1
best segment,5,1
one plus ultra wide angle camera goodwist moneyaverage camera,2,-1
awesome,5,1
value money phone,5,0
using month time find lagging otherwise great mobile best camera among one plus series,5,1
camera good fingerprint sensor lightning fast w wrap charge astonishing,5,1
price oneplus look minimum mah battery coupled dash warp charging would best,4,1
always one plus fan phone expected mark opinion camera show original image rather beautified image,5,1
good phone,5,1
oneplus tpowerfull snapdragon processor gb ram camera image processing smooth best price value money wrap charging,4,1
buttery smooth ui spectacular camera quality immersive sound experience phone tick box value money indeed,5,1
display camera best battery backup could improvedrest best class loved,5,1
bought secondary phone changed primary iphone user lovely phone,5,1
product market match,5,0
best smartphone used impressive price nice performance using one best hardware present right overall lack little bit camera quantity,5,1
used oneplus period one year upgraded review response price worth premium smart phone,5,1
even month yet phone become slow,2,-1
smooth functioning phone battery survives whole day camera superb,5,1
battery drain fastfingerprint work really fastfront camera worst,3,-1
awesome phone,5,1
mobile charger working properly replacing,4,0
really dint like phone hanging badly big fan one plus past three phone one plus really spolied experience,1,1
legend mobile industry ordered dad working like legend,4,0
one best phone look nice handy picture quality excellent due excellent camera,5,1
awesome phone best night camera hz super awesome battery could better,4,1
modern technology latest feature inside phone,4,1
go phone quite easily competiting high end phone,5,1
nice camera fast finger sender battery life evrag,5,1
first android phone post iphone though take long get used android love processor speed quick charging,4,1
amazing phone never used iphone switching samsung oneplus extremely satisfying experience surely oneplus fan,5,1
best phone great camera quality especially face unlocking great job using retina sensor excellent gaming performance,5,1
sometime click photo going upload whatsapp status time mobile hang otherwise everything ok,5,1
good product price provide earphone improve battery battery mah,4,1
one best decision made phone wanted new brand loyal,5,1
bad feeling received package wrapped plastic cover battery drain quickly feel looking replacement,1,-1
expecting bluetooth headset along phone also batterlife much greatlet know get bluetooth headset,4,1
best camera centric phone processor sd plus phone,4,1
switched samsung oneplus family wonderful machine flagship killer true sense wickedly fast seamlessly smooth,5,1
best class best price unbeatable,5,1
going well,5,0
good one,5,1
expectation delivered upgraded phone oneplus super happy beast hand,5,1
complete package high end performance best camera decent battery life,5,1
truly flagship winner excellent camera picture quality excellent night mode exceptional battery backup also good,5,1
always fan oneplus device also gem crown performance unbeatable look excellent,5,1
everything good expect battery,5,1
beuty power good product buttery touch somoth response gaming amazing get pretty hot may feel really good product,5,1
camera upto mark low light thought wasted money,5,1
love,5,1
amazing phone amazing camera expected battery drain bit fast worth powerful wrap must buy,5,1
amazing product greaat touch fast charging,5,1
finger print good,5,1
awesome mobile mad apple first time feel another brand mobile apple kind standard feature camera quality good,5,1
phone good smooth fisrt time purchased costly phonebecause telling oneplus good powerful phone purchased,4,1
amazing phone using since last day loved camera excellent display,5,1
loved phonedon think much go,5,1
wonderful product battery life good specially recharge within minute facility headphone otherwise good product camera awesome,5,1
good quality like,4,1
working properly since bought sent service center time,3,-1
awsome phone get enjoy camera good,5,1
good phone,4,1
original product,5,1
fast performanceexcellent screenquality speakersgreat camera,5,1
one plus expected great premi un phone recieved warp change instead,5,1
box contain item heasets back case missing,3,-1
really satisfied purchase quality camera battery life good quality match description,5,1
waaaaooo amazing touch camera battery charge fast bt support mm jack speaker bt audio sound low,5,1
worth price good camera,5,1
awesome phone,5,1
excellent mobile love smooth excellent graphic camera,5,1
mobile awesome awesome feature drawback battery life battery used drain fast using mobile,5,1
camera like dslrbattery life gooddisplay experience phone fabulous,5,1
using oneplus since yr replaced op got one absolutely love picture quality sound camera excellent,5,1
awesome bought smart phone,5,1
good product must buy,5,1
good flagship product camera quality great feature greatthe battery life enhanced bt fast charge hide drawback,4,1
simply awesome fast hertz display super cool love phone,5,1
delight watch photo taken oneplus super camera speaker battery quality rarely could feel heat comparatively negligible,5,1
yet learn many feature like guestures able incorporate ring tone way,5,1
perhaps best sub k phone buy camera awesome battery life may go without second thought,5,1
great phone super fast processor hz display decent battery fast charging decent camera nice look,1,1
one plus world fastest mobile ever worthfull product,5,0
superbly fast hz feeling awesome,5,1
using phone month absolutely fast worth money superb camera quality fastest fringed print scanner fastest performance loving,5,1
fingerprint sensor good camera quality best btry lyf avrg se upor,4,1
everything perfect oneplus community fix bug coming update always oneplus love smooth like never,5,1
one plus lot advantage far find problem using upto year extended warranty,5,1
except camera design might vary customer customer everything fine awesomeyou go product,5,1
hi experiencing low volume please help fix bug,3,0
good product excelent camera display quality super everything good application working like twallet app working one plus,5,1
great experience new oneplus smart phone,5,1
excellent,5,1
nice,5,1
worth money camera quality awsome gb ram make gameplays easy supersmooth fast charging half n hour,5,1
one worst phone ever used get hanged uploading photo statua whatsapp bc chuiya banata one plus,1,-1
battery life poorer compared previous version,5,-1
phone pakka facing small problem using app called applock plugged dash charger applock working properly,5,-1
touch interface speed awesome love camera picture quality battery life expected still quite good,5,1
smooth o good optimization brand one plus worth best value money one plus love disply sound quality,4,1
amazing phone one plus way presented phone packaging really outstanding highly impressed excellent color feature loved,5,1
except battery backup thing going good,4,1
disheartened phone hung multiple time tenure month attach picture whatsapp share always get stuck screen get freezed,3,0
battery capacity low one day comingno autojack drawback,4,0
battery little disappointing fast charger compensate performance wise smooth camera awesome price k higher range,4,1
nyc one,4,0
good,5,1
overall performance phone good battery performance fulfilling expectation,4,1
feature good happy satisfied use one plus would surely recommend mobile price range,5,1
bluetooth headphone recommended one plus like sony c shown paired list please help,4,0
best phone,5,1
could provided basic accessory like ear phone,5,0
nice overall phone gamer stay away phone touch time register pubg claw player otherwise everything work fine,4,1
looking buy phone hand best rounder,5,1
phone simply amazing month using oneplus feel satisfied camera quality plus zero noise night capturing,5,1
awesome phone yaar hz display like butter display camera need minor upgrade think recover future software update,5,1
superb product excellent performance,5,1
nice camera quality good performance also super total experience good,5,1
good worth buying especially camera quality battery life pretty low compared phone overall,5,1
wow great phone,5,1
using last day found ok camera quality good gaming experience good last battery life average changing fast,5,1
worth,1,1
one plus get right,4,1
nice phone,5,1
camera excellent fast charging battery could around mah overall great smartphone,5,1
good phone fast aspect ratio bit tall good camera average battery life missing headphone jack though,4,1
excellent,5,1
camera reaponding oneplus,3,0
using samsung galaxy edge like phone bought iphone samsung galaxy series place one plus,1,0
order completedsome item missing box,1,-1
overall best phone one plus,4,1
fast charger mode complaint mostly time charge normal mode late yr user one plus really minset upset oneplus,3,1
marvelous phone,5,1
superb quality,5,1
phone good faster better,5,1
one best phone used price point get expect fluid amoled display best smooth display ever used,5,1
awesome u notice difference right away super amoled display camera hz display perfect go,5,1
good performancebattery life good day fast charger nicecamera awesomeaudio quality fantastic,5,1
superb product received one cover youtuber shown cover know owerall great phone great experience amzon,5,1
one best phone one plus satisfied one plus one plus provide headphone well,5,1
best smartphone market absolutely smacking product one plus usual produce best,5,1
good quality product good camera fast charging good sound quality,5,1
bought smart phone day back phone really nice problem battery u need charge ur phone hour use,5,1
battery get discharged fast display mark,3,1
phone good get cashback amazon take responsibility,5,1
really awesome product speed screen resolution speaker battery life n charging speed amazing luvd,5,1
write review show good phone read see review online decide,5,1
waste hard earned money mobile worst battery performance battery last hour worst product,5,-1
good phone,4,1
amazing phone amazing feature,5,1
battery life good set got even optimization battery usage apps,4,1
great,5,1
fastest smoothest handset got recent time lacking ip rating oneplus need concentrate said flagship phone,4,0
given headset biggest draw back daily usage would complete package provided,4,1
hey glad oneplus member phone extremely good looking matt finish good camera view described feature,5,1
wow word phone,5,1
good difficult find exact tempered screen protectionbattery goodand giving k additional discount exchange,5,1
hz screen make phone look outdated design stylish camera bump radius could smaller camera amazing dolby sound top notch,5,1
ok super amount hi rate,4,1
phone goodbut receive c type mm cablethis one worst thing u r giving product worth k surely impact goodwill,2,-1
really great product premium look blazing fast great service must buy phone within price bracket,5,1
good,5,1
far concerned thing would perform concerned mobile beyond expectation,5,1
great experience using one plus delivery time amazon really great best experience,5,1
good quality camerabest h display,4,1
jabarjast,5,0
phone amazing camera speaker everything phone best,5,1
little scare purchase fon online everything safe phone camera quality beyond expectation fingerprint work amazingg loved,5,1
satisfied fingerprint camera fabulous battery life also good depend us last day,5,1
facing issue power button slightly soft hard one plus used earlier,1,-1
camera nice one prob online shopping u r giving handsfree new phone,5,1
battery life new phone le battery backup even lesser phone using since last year quite unhappy,4,-1
heating issue playing game battery draining fast hanging problem exit apps stop working many time,5,1
camera good could better portrait mode good overall picture quality decent,3,1
phone super smooth work efficiently battery charge half hour face detected even minimum light,5,1
day one plus device dead totally disappointed,1,-1
brought phone amazon get warranty card,4,0
great phone great price,5,1
top class best price segment,5,1
comment everyone know badass super performance mobile,5,1
